id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29568068,Large Private Room in Gorgeous FiDi Apartment,gAAAAABddcx9XpUHCDw0N2h4_laNTSSThaTKmXsgoLiVRgfcxA5GVvXUM2IcUeS7Mz19P48j9-73d9fii2V655F5penF_E9DnA==,gAAAAABddcx9XVGkiimjFLyZQ_wdq2fbIYL-ftJoL2JK2rCPTzga8-Lv93nXZTkFrEwvZB1RNO1En4Q1bsYvPPXmfrrHcL-ZPA==,Manhattan,Financial District,40.70486,-74.01546,Private room,60,2,1,2018-12-12,0.14,1,18
2183423,2 Convertible Bdrms Great for 1-6,gAAAAABddcx9q9UrQPy9Biij7Wrug-pn9wFp_n6VqznWwHuGdbCXVzmRD11OIbFz6zg-Y3E1898LveAlxfZLZqpLqbqvtj94uw==,gAAAAABddcx9eiVEEFW9Xmlr7lGIsuCSCvqkkNXOefj_c-ehmx2LHKu_ysdmRhajNTY5CbBfk46lnyZzAytCmEuB6qFdYz5YaA==,Manhattan,Harlem,40.81333,-73.94194,Entire home/apt,165,3,142,2019-06-14,2.27,2,301
2209835,LARGE 1 BEDROOM APT. IN MIDTOWN NEAR SUBWAY/BUS,gAAAAABddcx9Xt3Ggmgua1pp-WQW19UNdtj6cppSJmBZH8ChMdA_XM_UeJLtf_H78iiM_tSlwPFeGOd1gcUG3fl1-ge4s9A40w==,gAAAAABddcx9Ob_-KfauuJW0fXnNiHloER37_HBly481ZhdrhRN24l-26BDPDseUjIQ5CB7WeAYsCZx1OMsuezSqT2Y4Lgkp4A==,Manhattan,Kips Bay,40.74361,-73.97677,Entire home/apt,150,2,120,2019-07-01,3.25,1,29
10830834,Spacious Loft: Williamsburg BK,gAAAAABddcx9X9DavLnZ3CyET1RsOCXIuAd6NfFlcPtcFMtjln_EFLKZpratiKt2-s15-HND6jsxVSxnttZ9TAEs1Un6TfGEuQ==,gAAAAABddcx9Iu9UcE_uUHrOGVz6Vojv4WjWagc19kTOjbhZ03Cb_AXgWsLsz3qaknQLwHPbda2HHlyg6u7GQmaLGK851Sa6Kw==,Brooklyn,Williamsburg,40.71074,-73.96276,Entire home/apt,150,2,0,,,1,0
22078755,Bohemian East Village Apartment,gAAAAABddcx9EqdoSrNDyYmxQcR8e1yJBuRJGHfD1F2K1u4Ce0ziQdZKlFE2GiDjnz43p-6d77zRpXD_QH-VaCwTjRi9jjvD7Q==,gAAAAABddcx9xQqlKtcByu9Cq2jLdP7bpQl_GSLA-j75UphQoOG0Psfs_dNojls4lsYFEtYKprMvMLPfnHkkSsjp7AoCbsuRzw==,Manhattan,East Village,40.72837,-73.98546,Entire home/apt,250,4,17,2019-05-28,1.1,1,5
20957065,Best of Brooklyn,gAAAAABddcx9al7HFQwESGuBYGfAzBivmvdsXNBX48OQmuEjkBySjrNyatMoVITjWSNb2pz-oU3nP5-hfmnOP8y47qYZ1Portg==,gAAAAABddcx9OgIM-Y3Sh3WHgV0qWYwzXV_BDJsBIQr7y3eiJ0eTYp24bWz3KFU3EfEGrHlGnRz6kkXaxlCzrHdR5MwYcgm9nA==,Brooklyn,Bedford-Stuyvesant,40.69342,-73.95881,Private room,105,30,8,2017-12-03,0.38,3,89
17458415,Spacious West Village 1 bed!,gAAAAABddcx9Kyrj4Q9IA2l_VPgFPhbrvTBioouyGmMt4j3OQ2u89zZWEK-cs-xp9vPpOMzl0O_9BcVxgbN8FTFzxNMhDqOw8w==,gAAAAABddcx9IBpoJsUhLbYGMZqU9Wk3GfcTwJaPqme4wASl2Km2hvNQlRSj0dMNWQrnupB9Y8NWabwCWsIBTW6Go7nU-G4xYw==,Manhattan,West Village,40.73773,-74.00180999999998,Entire home/apt,249,3,2,2017-06-25,0.08,1,0
31207065,Nice Room in Sunnyside (15 min to Times Square),gAAAAABddcx933sb-WXHQkKkAownyG2dp6khT2Y_u8c68vs5khgPf1_7A3rUMD6R588XDYvr36SHyYHmg29B6e3kklFDKtO5sA==,gAAAAABddcx9naphYzAsao_0q2ILhny6Vubqe4IAXS5BY23U2ydGHDtaA50GpGax4-52Vzl_E130TO3DUiV83prcYaPLJL78Mg==,Queens,Sunnyside,40.73756,-73.91802,Private room,33,1,7,2019-06-16,1.11,2,0
32281241,Cozy NYC apartment,gAAAAABddcx99B-z2ShQ7YUoOeX7W9QSCii9rEjuUMiDjk0mmRW9CHXHkcjbNbY6G68c7Fs3Ib1zbRI2Q8J6AJTtB2GvbLyyvg==,gAAAAABddcx9WxXyxgfYC3P8TGo8blIm43kNuobjEV486cX_dvhrT_vIMYt92bV3_WHsc5PPIqj1jUa0vq-bF4Tlv_rXiEpuzw==,Manhattan,East Harlem,40.79616,-73.93343,Private room,55,5,0,,,1,179
2559129,Large private bedroom in Manhattan,gAAAAABddcx9s-nrIgMe0CepTWkLJAwMlp0goO0plAr9Qk0BlHTL5Hzn-KHYtK2q7X6NP7vhPt1fbly3sZU1CQEaEuQu0R9YpQ==,gAAAAABddcx9d2Kq_DzssvfzaQUgySEdADRoyxiPmOPtgkq1Y8oJeTNQD4LKgSFMoJquiVAJZ3gN2n7YoOGs7IsFukPGkZm2Qg==,Manhattan,Hell's Kitchen,40.76791,-73.98735,Private room,95,4,7,2018-10-08,0.11,1,0
7024079,Best Location near Columbia U,gAAAAABddcx9eG3Np6Ka7Jx5nu5zXjmtm5tPAyfr67ZtMnPzvqoMyPzR38l6i9rNthX1bLGYlVrMvQ7bxyBjQUhxcxurdnXZ0g==,gAAAAABddcx9F988I8fNVW8C6UePd3nrHFYb_hzc716tbLpuwKPTctdWcgUwFXtqu0J8cJvbnQ5SS1ht8n0Rj-U3PRAna2vadg==,Manhattan,Morningside Heights,40.80395,-73.96531,Private room,50,3,3,2015-08-17,0.06,2,0
3171880,Light Filled Loft Studio in Fort Greene,gAAAAABddcx9MsUzNN8cLTrMSct-FXl35_QkDFwPmRR6hdP7ry6HC2P1U5iMOF3CwyUFsTYnIvWLyt6EJ9py87ISZVfj2eVI4w==,gAAAAABddcx93Peg1zxAiImNl9fPjsakJlIL71Mc2fxhjC72rlpf6lHs58C9ee0R9Zxl6Wlfn_D09W_MMkZbeUWfWroDLHIoiQ==,Brooklyn,Fort Greene,40.68731,-73.9745,Entire home/apt,165,3,7,2019-04-21,0.19,1,0
27524142,Gorgeous Room With Private Entrance & Backyard,gAAAAABddcx9dPEJxlSRpnqz11DLZ7RE_ieUxbU2LJDU-3jn3FuJCTxAgniaQJEFITHa-MIBo2Oz0pUMN64rk6uzN-hTlcIGLg==,gAAAAABddcx93NbBzR9C8kJsomNQAk58MVFIr4TSnFEmyUSeImT0BcxSGdlSReBX443SeRXGHV3oDngWc_sheYBtreeP5owEVw==,Queens,Ridgewood,40.7043,-73.91136999999998,Private room,50,5,2,2018-12-03,0.22,1,15
32845716,3 Bedroom Artist Loft in Williamsburg Prime,gAAAAABddcx9IIn0-71FXhmh1D79eFMk8PUxb-dkmonWAvABBzyo5oKMhGG2OOK6D0ktPCgnfAT7ga8a8RByemNm-_NLXvj_yQ==,gAAAAABddcx9paCYM-i5-cPYJlnBcFnS-qwmEtWcfogYYHMYyIGGIGka6WIAnOCNB8VD4A7QV7QLExuoXtkzKeUYSMuBHmKdEQ==,Brooklyn,Williamsburg,40.71565,-73.95837,Entire home/apt,223,2,17,2019-07-03,4.47,1,310
24911227,1-Bed Apt on East River - 1 stop from Manhattan!,gAAAAABddcx9_DZHuCjVLFaRupQ7kDOi5EFl7QHvkQgAZF02mgJYP7GwUG2RaTyIWzBZI3o6n90FqwX64sCZ8iwnkU1HHCF4-g==,gAAAAABddcx9D8rkY8YW3MUKqTQTeRkQZrCy9k12S2XRzTgcsB5gVI-wEss9CrM-m5T-GTI2fizaoNqzb41PqMri1nRnyb2IKQ==,Queens,Long Island City,40.74462,-73.94913000000003,Entire home/apt,110,1,3,2018-07-03,0.23,1,0
25140344,Rare artist loft with private terrace,gAAAAABddcx9VGirG6SVdzx-Sy7okNVRadOApUHL5Sao4wJtMt3D3KuTRfJyzwpiXxAF5QSoLW_eFysWfD1tPsAQW9SEdJDSYQ==,gAAAAABddcx9AJKJC0IiKTj1FeUWGqFNN8n1diVHYvFMDKwN2ME0oKah9FdFA-mSKpMuapeLwxPmRRCldX9XpQRH3AV1YK5-xg==,Brooklyn,Williamsburg,40.70376,-73.93519,Entire home/apt,300,2,13,2019-06-30,1.01,1,365
30401429,Lovely room in convenient location. J/M & L trains,gAAAAABddcx9DCfhvwyOtZ967bjZgU3EG5JbjAhTGnsI-DQdsDFfrL6HQEtFMCNgud8DKnncxW_zdZKJXMFaSr1YdhqUFKZjbg==,gAAAAABddcx9v3Zw8uHCgBYrCG3yRhZGBJpJuBNYuP3XTaCgfNtn-TkATzTxvm4nzluiK0j2q2B799XZTGWPlX8Gx5IUWCjM4Q==,Brooklyn,Bushwick,40.70089,-73.93903,Private room,51,1,33,2019-06-28,5.24,1,19
1987546,nice room in bedstuy A,gAAAAABddcx9qlAZYivWtjTbwWfzL39oohBcDb-dxpAi-kIHSJ6N__OoHdmjIo2tHtWulS_GAGJQAThVHDl9JKipe8_Y_pT15g==,gAAAAABddcx94u8mlRgWMY4CoNQBeYRcQeddJ0glQKhNK1wmE-jZhr7I4fjfhZc0bTQXxIFV5cCXZfvZ89Je0uV0DHAXpdRxqw==,Brooklyn,Bedford-Stuyvesant,40.68248,-73.95149,Private room,60,1,93,2019-04-22,1.38,15,305
23378815,Luxurious 2-Story Home • Large Terrace • Views,gAAAAABddcx9tLu2t52b4AcYhJLog5rhT3nmzL9Gu1T_Q5qH3uorgSd-x2Z5QlwZz9Y_A4GjJDfzkxhAtkt4qd_wpYQtGv3mFA==,gAAAAABddcx9obxQVWw9uvjpz2tCFuSVQcvqdMxu_OZhNe41pRYFCb65b3SpJiLPh5j9okgtuj27FJDRm0RYlcAd8H7vIfx1hA==,Brooklyn,Prospect-Lefferts Gardens,40.65465,-73.96158,Entire home/apt,225,2,32,2019-05-31,2.31,1,56
13769969,Private bedroom with great views,gAAAAABddcx9UfjUJOrhX6k341LUFIaL9_yd4pVSBZnoz-aZKtskcxjhAXLrVbIhfdYv4DSeOor8yhgKj6-d42nSrPikuU9ZOw==,gAAAAABddcx9tyi9sCeNEfc4nRrOPD5bijYR44g2GJ4d6eOOrNTvRinrQZ7cro_M7sTii_3flplulHMLCPLZ2UIH0ZrbqNFtfw==,Brooklyn,Greenpoint,40.72249,-73.94776,Private room,50,5,3,2017-03-08,0.08,1,0
3623158,Private bedroom apartment 5A#1,gAAAAABddcx93MZ_wlDUmcJdfXMw2pTqHQ3K6427BnvbupgRs232ECv6x-ic3eh7jdJnZRhvkb2BbDAbQdMnMZ-Jq6CHDpRLVw==,gAAAAABddcx9t5Guozxd2_gRhyXFR0uefZKi1AJk00pk27zZ4C72QvzpmZWTV_UnMPMu7wJHGkMDXqaso9ZNhngapUrGQ7WtyTZqqfPYqAFu7nMpWVN0y_0=,Manhattan,East Harlem,40.7946,-73.94105,Private room,75,30,2,2018-08-05,0.04,8,352
15494542,Amazing Bedroom in Manhattan Midtown East Condo,gAAAAABddcx9xi159z1_Oi5c6j-aIHs-g9aBRXdJitUA1cwxWX4zhotXodPCoN7xQaiI1GZS1Saa3nCKE8_i3BLVtieX3sDN8g==,gAAAAABddcx9eYZcEOKBjbPJMb8gYvfslmLTkovSJ3G_Wle16mizj7JDQaE0kyuPYJtTrjkAA4VY4zMFu6iBqTfzy86vEIW0UA==,Manhattan,Murray Hill,40.74817,-73.97595,Private room,150,2,74,2019-07-01,2.34,1,112
18134948,"Room w/private bathroom, Breakfast & 7min to Manh",gAAAAABddcx9den5ltd-oGydaL-2l6Efxb_3Nkb3AIFRHcRbFgoFo5XybZrtU0XBjTeSsIqFT6VPjBJh98_9yKgD4j_vueivHQ==,gAAAAABddcx9QA6buQAQ4QXGZxF4TrjoID9q4ebn0uRHbTFPZd8T8CUxGUkSFHNX6IY_9vCb7ejMSwgWIyWpADWitD2uPDOFDQ==,Brooklyn,Williamsburg,40.71398,-73.94702,Private room,169,5,60,2019-01-01,2.22,1,50
4537520,1 bdrm apartment in boerum hill!,gAAAAABddcx9NraMf-MqxZc_X5ObptPHmE5JRTWlqOCWp_uvaGGz0Lk_-4CuT-td5by3lVjDxbfeXyVEYwMN78MdOUInSBZYDA==,gAAAAABddcx9pXIyYKnh2szAyZ8LajycqAjtYpTKwCnJxf2kir7h-De4Sfno0opg2S4Ud87saGGKenADOr0RpxMwOwQPVT05iA==,Brooklyn,Boerum Hill,40.6875,-73.99027,Entire home/apt,125,1,2,2015-01-01,0.04,1,0
15437922,"Bright Room, Luxury Building, 3 Stops To Manhattan",gAAAAABddcx9HYotY87Cyx3IbJ6lnQjeGSdJiC4eqm4WdqRN8-p_-tdnTrmzycv9rkXgfN1pemOMOHSnhqscpCH7fCfe0Osw_A==,gAAAAABddcx9vSRNCLxRJV3CYTFBVTFXNZlmXCvAnVA5b6jIOkqLGw-sygvsczkNFcU20hOGHU1cg_KXzcyCr0DgNoV8-kgCZg==,Brooklyn,Williamsburg,40.71506,-73.93816,Private room,90,1,52,2019-07-06,2.88,2,52
700916,Airy Bed Sty Restoration,gAAAAABddcx9JFTsJAjZKwfIq9lJJyshiVb33fd0aik9iQaM_kbht-CTJlyXvI1exM5D1pCKlgXMfJUpb5KECWkyvkLIx57QeA==,gAAAAABddcx9ZRh6rGLdYM87hVJiZXb3zqicRCNlLQb8r2EMKXG6LB0A34cqxpbQWkCedACRGNLk07bDjIipIro_QWnosGtzog==,Brooklyn,Bedford-Stuyvesant,40.68906,-73.94103,Entire home/apt,150,4,79,2019-05-20,0.97,1,246
35543560,Sun filled 1br in the heart of Bushwick,gAAAAABddcx9ZRbRME_L5xHrxinhvRWbhrGUEwkENEEa4VrnGV_qQozavgS6IpAgSvRA6Z714RW7rZxcE6azRFLutu1j_qxFHw==,gAAAAABddcx9ls3B6OLnLjquVc1NXO25XcWU35W2oMM7BDrmGgipngcNiPp-Np3WOKOdJjbRlg8tdkBLPfo3P4-TewcO1IVhtw==,Brooklyn,East New York,40.6666,-73.89112,Private room,55,2,0,,,2,179
25543561,NYC LUXURY PENTHOUSE MIDTOWN &GYM&AMAZING VIEW,gAAAAABddcx9abMPJM32t-Di6Esf8hhHNWni3crY38PPrInrsOnxaTE84jwtkecl2zGhhNP8FGgYTENfhRUmPPvn2DDr5af4-g==,gAAAAABddcx9DD1wvH4w-gAZpJsgTXsa9xluwPLa2EdbSL6F8YBkV8QifSzFjJjI89xPN0cQ8dsrSwZ_ApxWSmT57Hg55R9ugQ==,Manhattan,Kips Bay,40.74383,-73.97798,Entire home/apt,499,3,11,2019-06-25,0.82,1,55
18629326,Spacious bedroom in colorful apartment,gAAAAABddcx9zcFfnDnzZL5fEQuBaXXtlUVega0HqDi8ck1fJkN4QVJNGDmK9ASGApF1DPf5jYDu2LiQSw2UZzSGSiWTOvnH5g==,gAAAAABddcx9YApS5j75awLOAzL71_kueUBxTxXwkKI2MYn2brVQEqg1LQSmSiegmYKNW8pktHzAm4v1ItlO-_D3vK0NYY4K8A==,Brooklyn,Kensington,40.64354,-73.97967,Private room,110,1,0,,,1,0
34392407,Beautiful three bedroom on Wall Street!,gAAAAABddcx9lqsRGcyHi4YEcFblr4enHLBBdgxlvfiRFz3gWsA3OtrAhSvGrctvdbVXPYcP9s9_yNbwbNCNBSELJ6IxyEA19g==,gAAAAABddcx9agZX6kwl9Rva3BXvZeLQFj_XSVwpqyZEefeQDOVTMCfxun8Xaps3LTsP76c1lHJkC0c9MQ2-Yh9QMDJKn5vOfw==,Manhattan,Financial District,40.70581,-74.00784,Entire home/apt,320,2,7,2019-07-04,4.2,1,189
4739703,1BR Duplex in Heart of Brooklyn with 2 cats!!!,gAAAAABddcx9iPZQq-i7fmeKc5HJ4rgjuI4CQDLzBJR202RXOgKpjcN4A1u3e2slXKQsGR1QI4ZlhmwQMuAuZAKXr_Bgj5H5AA==,gAAAAABddcx9jq-jD0z_0dI52w1p6KD-sxZR4s7_uHCaFOIYFEyQSblYBInyiWwK3M8M14RlYd3mkb7byENgmIrBLPy9p2IvGA==,Brooklyn,Prospect Heights,40.67906,-73.96602,Entire home/apt,175,3,19,2015-09-09,0.34,2,88
29613115,Brooklyn is fun,gAAAAABddcx92k1PopT99x1Pn9ubN07t5bK2hn37bkwxnB8H0zqDm4TspyFAh7yEWv4mFzpPrx-WGBZ68eIK29RIyy3-J_kUlA==,gAAAAABddcx9MobEQ3aQZ5w6XaQKj1Oru9LR9MUOmD4xSCLtOz3qKxIU9HaOJzo1165oVGOuFnQBlC7e2nJ_eZv6k38Qd04Fvw==,Brooklyn,East Flatbush,40.65234,-73.95145,Private room,35,28,7,2019-06-15,1.09,1,55
5621141,Large Sunny 1BD in Chelsea!,gAAAAABddcx9NFYh5gwx2TSw5ZCwqnWMZucL-b1rKp0cYFgIc2KOqD7qtHkIZ5js-LQg2_hy0TcqLWFIoEyc2qpwRz5wdrdurA==,gAAAAABddcx9f3j32RPuKTTTZ0nNkN3Iixh9OyKfM26LjW1Er9uJoa2t61rAvefWBVtZe5qr_3MsbO0Js_6ECi5_TFhantw9CQ==,Manhattan,Chelsea,40.74406,-73.99551,Entire home/apt,230,4,41,2019-06-30,0.8,1,236
14783394,Bright Room in Bushwick,gAAAAABddcx9HKya0cOQ_WOq3lFXbq9dUDAR4yCsUEL2_bJHVlaPK-nSZ0-OagOG503bMNv6GQl8Pigd5eXxkhMlfvsWli2C6Q==,gAAAAABddcx92gYbktU-KjoREzW2kUnL8QkHyULUP2FOkDWVgGlfb__Wfg9JEyz7ryO6Q53IYPdVsabiqpAA4xeWeYhn6S6nMQ==,Brooklyn,Bushwick,40.68815,-73.91344000000002,Private room,62,3,7,2018-03-31,0.22,1,0
13652851,"Cozy, Quiet Neat Room for You!",gAAAAABddcx99SDxMThseZq5skkKrYVXrhzZtWQn2o0caxw3NUwKfwswY1Ro3eZafXbzDgAB76o3z1H1nIXfpVfiUyLanGHxkQ==,gAAAAABddcx97gijXKCDazta-9ifv0uZMC0VQLcJZ_NCw4KPtWe5mwVXairyHzkqIdY1ZhTToD97yY4St9DNjCdQwS-eaDdYMA==,Queens,Cambria Heights,40.69061,-73.73917,Private room,40,5,1,2016-10-24,0.03,1,179
4174847,Quiet bedroom in a waste free household,gAAAAABddcx9fN-ztgKDC83gn484i1m_xkWc2yquLYizOzMjQQJkoYYc7UEom5Je8BSVjNp1wG0DKBWiFfJb3kAEyDdAplLZSw==,gAAAAABddcx9jtpzk7tQnZOLcinbD9_g63ScwzohT10c9j8t59Ix6k5Hy-Rhx_35tyRaFoTkw05PnkAlBVRRfSnL5DhjpWk46Q==,Queens,Ridgewood,40.7078,-73.90177,Private room,50,21,38,2018-09-30,0.76,2,245
5695055,Newly Renovated Near Central Park,gAAAAABddcx9Ejfz-MkjGhy4RTt-HKBnb2nRiY2jWprg7MvQQwyETKFQRiPGj-ZlHFLIG6E-3Yr6ku84qr0BAGTwJB2SgNjLcw==,gAAAAABddcx9PkThZIT0Sjq03lnx8JBecUlxAqAXpc7Wu8inGPXnmpZoTXrmcP-eN8URtG8aNEuYt-doGAs37kxxGxVn6NVY8g==,Manhattan,Upper East Side,40.7711,-73.95626999999998,Entire home/apt,118,30,4,2018-07-28,0.08,29,283
7073418,Mod Glamor in Bed-Stuy Garden Flat,gAAAAABddcx9DaFHfWG4hPVmXpDdry20BfBmuYn5Vx245HcqDUNz0w-mdgTcSi32Bfuzp88hBnut6QTc92rcwYOYAJ6QliAB1A==,gAAAAABddcx9TSM-L8EyV1r9ZVXN_0KYowa2r42ezWuY4kB22FAHfDhrmuVHSpUhtxWf3Kn6h1rGJpdNc8mBNtecEjt7LXgobw==,Brooklyn,Bedford-Stuyvesant,40.68297000000001,-73.93804,Entire home/apt,250,2,3,2015-10-20,0.06,1,0
2695372,Charming Studio in Gramercy ,gAAAAABddcx98eO-p-werSrlzcHnfQQ24-lr4TWaouToMZ1OXHD3q9vH9-ie0h3RFJQ_Evd5i8u3NY7ZF775l4D6gFlzywcCmg==,gAAAAABddcx9jDWPDVap1SeAkKCtR02mXS6aj8AvD5OrsRbjsFohjFguw_00UGLM4eeCxwA1zGpL0X-Hc1rk5wRnkMknRVAKlA==,Manhattan,Kips Bay,40.74035,-73.98114,Entire home/apt,125,2,0,,,2,0
18931595,Room in Apt near Central Park & Columbia,gAAAAABddcx9B_tdnaYQnPZ3lLh0-2fsPThUgthXkSdHhBuEaXtMONy9xIAJUBtCXHnob5vAq0fsm52T6iJhnpcyx0fat_Pnew==,gAAAAABddcx98NOESEgFD9DYx2RbAd1eDsY8GiiUDCAXbaC1h3QW4i-CPZNbNQpwoVfVtnpq8ucaYvljfIwiTY3gM04psSZiuw==,Manhattan,Harlem,40.80214,-73.95658,Private room,55,2,8,2017-07-29,0.31,1,0
32044146,Charming Apartment in Greenpoint,gAAAAABddcx9TKWyXLzi3MS5TOPJ4Hmvj0jsFx5K0dIvZMKbLghnchrtKyU8j_sgSgE2Z-6FCFm1llyk9FCZjZxmWCP0wcKbXQ==,gAAAAABddcx9qr-0G1CiMull09OVNLC4pcGVJrAOLnZjICHDSkzBNjb0hTFKw1rHtq4i5aVN_1EgZo9g8BYffcihPCmVRFvl1A==,Brooklyn,Greenpoint,40.73324,-73.95304,Entire home/apt,110,7,1,2019-05-26,0.68,2,23
32238198,Sonder | Stock Exchange | Chic 1BR + Sofa Bed,gAAAAABddcx9RhMivdKXB4V0gBZ48ojkdfRtaoWkWozuH2zr8JB6fKk1LYehFr5qO0JNxXhb7hJCZ5enInr0CnVqYPfPI6LvlQ==,gAAAAABddcx9N_32clzpQkYJ7uSR7f1I55LYGD4TsEoZC1DPt4Yx62xtSxuYzuR7pUOmHlW-gNv6Oyv0YIaI2AnwCiOjUNI2kQ==,Manhattan,Financial District,40.70782,-74.01066,Entire home/apt,229,2,9,2019-05-13,2.11,327,346
26947508,CLASSIC 1BR IN WEST 15TH STREET-CHELSEA,gAAAAABddcx9n7nl8ORKEoggc5v1q-x62uDP307uui_JGF0wh-Jq3VT8mPqPNdjMmz-I-JrmHDOMXJALemTFdPR7o7_qyKz-Kg==,gAAAAABddcx9mFPqyG1dMub3aKe8hHXQ3fnyGKeHGfz65yhX8bNsTHXH3oyCTM9zWgjKuo_BXrHNxAKh2plHthNws_XTO4-f1Q==,Manhattan,Chelsea,40.74037,-74.00015,Entire home/apt,210,30,0,,,65,364
17558802,Large and Sunny Private Bedroom in Astoria,gAAAAABddcx9qtg6CwepNJNFLLuXzpSZ-JPwr2bObvRaao8X-9Kj71XM4RjFQ0X-7emr788rAxg4bUxla4SBUufJ_W-8xECxbQ==,gAAAAABddcx9LKy13ljXJgoei2FLiqpRAJETNYKn2gJ9xXtzEPSiW0qH-5GNTk4l6KJ1UdbrQnS4TshTKzSqo53K_PsekUHOmg==,Queens,Astoria,40.76964,-73.92303000000003,Private room,55,10,0,,,1,188
8144049,Sunny Room In Historic Central Harlem,gAAAAABddcx9AhsIamekIYvYfuPgReu8Y5w6L2tzqwgMV6QkZ2pEnVMtHjEjx8zs_WzIjaZA7LFMTBTuIbnzHTBVFvXU5mi1Cg==,gAAAAABddcx96DeRY-nt7zVf6CwjqVqMcw2SW-I-81ccyuUzbbNdCbXrbysY-HJTzqsYuUN7ZBxTaTR6tvYCXVnZqWJCKerD3A==,Manhattan,Harlem,40.80679,-73.94408,Private room,62,3,5,2018-06-01,0.11,1,0
19383510,Prime Williamsburg Location- Few Steps to Subway,gAAAAABddcx9WM0QNay2cbonF2kiAeUBwPJGMVpAnIfYR2P7G0nzOiGtxfwnnEnutoQ4KOZXVMGmZESaYgLhQxwqz3DGadltrA==,gAAAAABddcx9585yYQiqQdpuaiAAviyu3TY6RU3EuI4pTakVmL6Bq9XKVEEAt1gBKFp8biA7PAPMMngwR6pikZ0oVK8AUII4fg==,Brooklyn,Williamsburg,40.71487,-73.94524,Private room,49,5,1,2019-02-26,0.23,1,33
23274936,Private cozy room in Brooklyn with laundry,gAAAAABddcx9QHLhw9j1cIUJV4rgpOZhJQB-1y4cqAeW6WqoDhDs9kGx7AqUJhSdf6Vo7hb85gITMNKT56t6_8EfHnQJTN7ZGA==,gAAAAABddcx9E2FC-4y3jWsMaS9Cx26RK-q9BfdBA8XP2UcQch2EQhFUHGyhAFPg2UT-IkzMrgu1nmO7hph7n_vspBoGpwpPOQ==,Queens,Maspeth,40.71395,-73.91373,Private room,55,1,72,2019-06-20,4.27,2,29
35860350,"Cute, Tidy Room in the Best Part of Crown Heights!",gAAAAABddcx9h9Zcc5Df9bIpAj3vIY2fH0vMoQpHvcCAhk7D_2M9nY6m3rat_DcSywN-dzrm-szX-6ETNk0KEsnucOF3VLWV5w==,gAAAAABddcx93I9KK7V8vwA7a8qkm6zYAgf_XA694JD2hi0KOgFB52MQKPY89fjMIuZxtTj1yiJ6W38_ty1Kdz8aIyjdHryNEA==,Brooklyn,Crown Heights,40.67459,-73.9576,Private room,65,1,0,,,1,342
22122084,Charming Crown Heights Apartment,gAAAAABddcx9wgUq76YFXsY1cRaS2Wye5qvdTnGowuaYBxUmXLaFdCyL6eBIvp4g6w7R7nCysvTRU2kOuphJkngr60AeNBqptw==,gAAAAABddcx90UfAGnnM6gBJ8TrIZQAsvspZvEoiZZFx_rK698__PSh16WEimEHnLtDecnZU2_dLBuXTdAW1QJ-RMmJiD1F7gg==,Brooklyn,Crown Heights,40.67666,-73.94086999999998,Private room,100,5,1,2018-09-22,0.1,1,0
11568026,Beautiful Tribeca Loft,gAAAAABddcx9ttJUeAr8EuVZ2q8ImJc3QQX9douNXkC4DszpkJKtrejYIgdbFyFFtHueX89fa-whA-VKcQKZNSWV1eeyX9TJmA==,gAAAAABddcx9N-5aqniJXxRqlayEw7b9b2tedz62LFyDhWTv6ebgy9XXN3yDG8bfGKdgrGIT9Hi2LmRaL5_viIZDHNQgZyjaNAAATCyivAkrucxd7x3w9ZA=,Manhattan,Tribeca,40.71526,-74.01044,Entire home/apt,500,3,0,,,1,0
29825825,Home away from home. Private apt across from park.,gAAAAABddcx9pJz3L67ZdGNAlTCpkKrOCmLF8IOxi7gOdqShZKv1MeZapqwlcEtPYNfiRbiMLMhibuuB7E8jYobhK9QJyjxYSg==,gAAAAABddcx9PDU6TdGbqx9qVKjkfVEUjfHw9o_oMnEosnnty3VrIzlkPJuDwCCkYi9VtPGLAiUKmkIZkTyOptUykl2YeVYomw==,Brooklyn,Bedford-Stuyvesant,40.68417,-73.91792,Entire home/apt,175,2,4,2019-06-16,0.54,1,326
12472230,Cozy Cat Cave in Bushwick,gAAAAABddcx9NsenKki5WDHeP3F2JGHEuxxIrJqhBR0oG5MbYlqCIjeNqJf3fu9kQm4eZWT8Rze1hcrmvOB-crAPDIbHIZqSgg==,gAAAAABddcx91JsQyYKhUKEC_Rcv8XH-e5zrsA-eHLyIXBvBNSMKC41MCX0dk3Fca-jg7rW5O_KmRrRpCnTJNgVg6YU_2KURPA==,Brooklyn,Bedford-Stuyvesant,40.69687,-73.93542,Private room,60,1,0,,,1,0
29125444,Cozy 1 bedroom in Murray Hill.,gAAAAABddcx9ShGd3SCQcjU5ykS-ykqYTXKlUEMMkQWnfYUxLjPllOkbBZyje3RKrFOM2RNKuCZ4Rxbeq35LaZ4_JDgYloR7Bg==,gAAAAABddcx9wvGcnpHTKeMcbNT7sS1pd-rC5Yqj6o99_QxPZNOyMAdOK-W5uEl2q1I8tqiDo6wBoXh2Ifo__A2fkIjGZLOHeQ==,Manhattan,Murray Hill,40.74466,-73.9737,Entire home/apt,140,1,0,,,1,0
